ride_id,number_of_ticket
247,7.295604611802446
256,7.295604611802446
275,5.2216077148320235
285,7.295604611802446
286,7.946121073549046
287,7.295604611802446
288,5.2216077148320235
292,1.5447810740730759
298,5.2216077148320235
302,5.2216077148320235
310,5.2216077148320235
311,5.2216077148320235
329,7.946121073549046
341,7.946121073549046
344,9.675841314326608
358,7.946121073549046
364,2.244008424411613
373,7.295604611802446
374,7.295604611802446
377,7.946121073549046
399,7.946121073549046
401,2.526780222714135
410,17.55356068011284
418,7.295604611802446
427,7.295604611802446
432,7.295604611802446
434,7.295604611802446
436,7.295604611802446
438,7.295604611802446
464,18.56851260135503
468,1.5447810740730759
469,7.295604611802446
470,4.139548753796319
471,7.295604611802446
473,18.56851260135503
475,7.295604611802446
485,5.2216077148320235
486,5.2216077148320235
494,5.2216077148320235
496,5.2216077148320235
508,18.56851260135503
519,17.55356068011284
530,18.56851260135503
531,1.5447810740730759
545,1.5447810740730759
553,1.5447810740730759
563,7.295604611802446
573,7.295604611802446
583,7.295604611802446
592,18.56851260135503
595,2.244008424411613
605,18.56851260135503
606,5.2216077148320235
617,7.295604611802446
640,18.56851260135503
651,5.2216077148320235
662,11.038614826630397
670,22.412994429658433
674,7.295604611802446
679,7.295604611802446
697,7.295604611802446
700,7.295604611802446
709,7.946121073549046
718,7.295604611802446
735,5.2216077148320235
757,7.295604611802446
760,7.295604611802446
765,7.946121073549046
780,7.295604611802446
793,11.038614826630397
807,7.295604611802446
841,5.2216077148320235
854,7.295604611802446
856,5.2216077148320235
888,9.675841314326608
902,9.675841314326608
956,2.244008424411613
964,7.295604611802446
965,1.5447810740730759
971,7.295604611802446
972,7.946121073549046
977,7.946121073549046
978,7.295604611802446
988,7.295604611802446
1014,18.56851260135503
1044,7.295604611802446
1054,22.412994429658433
1078,7.295604611802446
1114,7.295604611802446
1123,7.295604611802446
1136,5.2216077148320235
1152,22.412994429658433
1166,7.946121073549046
1184,11.038614826630397
1185,7.295604611802446
1201,1.5447810740730759
1210,7.295604611802446
1223,7.295604611802446
1232,7.295604611802446
1246,5.2216077148320235
1252,7.295604611802446
1264,7.295604611802446
1265,7.295604611802446
1276,7.4120782294359415
1332,7.295604611802446
1359,7.295604611802446
1370,1.5447810740730759
1424,17.55356068011284
1425,7.295604611802446
1457,7.946121073549046
1505,7.295604611802446
1531,7.946121073549046
1566,7.295604611802446
1593,18.56851260135503
1613,5.2216077148320235
1614,5.2216077148320235
1620,1.5447810740730759
1623,1.5447810740730759
1627,2.468313985488117
1633,7.946121073549046
1636,4.139548753796319
1639,7.295604611802446
1651,5.2216077148320235
1668,7.295604611802446
1669,5.2216077148320235
1670,7.295604611802446
1671,9.675841314326608
1673,7.295604611802446
1675,7.295604611802446
1687,5.2216077148320235
1689,5.2216077148320235
1695,7.946121073549046
1704,7.295604611802446
1722,5.2216077148320235
1736,7.295604611802446
1750,7.946121073549046
1789,7.295604611802446
1816,17.55356068011284
1823,2.94608364519897
1879,18.56851260135503
1894,5.2216077148320235
1904,7.295604611802446
1923,18.56851260135503
1930,9.675841314326608
1931,7.295604611802446
1937,7.295604611802446
1942,7.946121073549046
1967,7.295604611802446
1968,7.295604611802446
1974,2.526780222714135
1976,1.5447810740730759
1977,5.2216077148320235
1986,7.295604611802446
1993,7.295604611802446
2000,1.5447810740730759
2004,7.295604611802446
2014,1.5447810740730759
2018,5.2216077148320235
2021,5.2216077148320235
2036,11.038614826630397
2037,7.295604611802446
2059,7.295604611802446
2084,2.244008424411613
2087,7.295604611802446
2140,7.295604611802446
2157,5.2216077148320235
2170,7.295604611802446
2172,7.295604611802446
2175,1.5447810740730759
2201,4.139548753796319
2261,9.675841314326608
2280,1.5447810740730759
2283,7.295604611802446
2289,10.697739720290029
2298,17.55356068011284
2306,7.295604611802446
2314,7.295604611802446
2317,18.56851260135503
2363,7.295604611802446
2365,2.468313985488117
2366,7.295604611802446
2391,7.295604611802446
2394,5.2216077148320235
2404,7.295604611802446
2406,2.468313985488117
2417,7.295604611802446
2430,7.295604611802446
2437,7.295604611802446
2454,7.946121073549046
2487,7.295604611802446
2491,18.56851260135503
2500,4.139548753796319
2524,11.038614826630397
2543,7.295604611802446
2565,7.295604611802446
2598,5.2216077148320235
2599,10.697739720290029
2615,7.295604611802446
2620,7.295604611802446
2636,7.295604611802446
2651,2.526780222714135
2652,7.295604611802446
2658,7.295604611802446
2678,5.2216077148320235
2700,7.295604611802446
2714,22.412994429658433
2731,7.295604611802446
2755,2.468313985488117
2837,7.295604611802446
2843,7.295604611802446
2907,11.038614826630397
2908,7.295604611802446
2932,22.412994429658433
2934,7.295604611802446
2936,17.55356068011284
2937,5.2216077148320235
2955,2.468313985488117
2957,7.295604611802446
3016,5.2216077148320235
3037,11.038614826630397
3047,11.038614826630397
3149,11.038614826630397
3156,7.946121073549046
3167,18.56851260135503
3257,7.295604611802446
3274,2.526780222714135
3304,7.295604611802446
3345,5.2216077148320235
3346,9.675841314326608
3354,7.295604611802446
3373,4.139548753796319
3417,7.295604611802446
3420,7.295604611802446
3428,2.526780222714135
3433,11.038614826630397
3434,22.412994429658433
3436,7.295604611802446
3442,17.55356068011284
3452,17.55356068011284
3469,7.295604611802446
3472,2.468313985488117
3478,7.946121073549046
3480,7.295604611802446
3484,7.295604611802446
3498,7.295604611802446
3507,7.295604611802446
3511,18.56851260135503
3513,5.2216077148320235
3524,7.295604611802446
3530,7.295604611802446
3531,7.295604611802446
3532,22.412994429658433
3534,7.295604611802446
3535,18.56851260135503
3546,7.295604611802446
3548,7.295604611802446
3555,18.56851260135503
3556,5.2216077148320235
3575,18.56851260135503
3578,7.295604611802446
3582,1.5447810740730759
3583,7.295604611802446
3584,7.295604611802446
3585,18.56851260135503
3586,7.295604611802446
3604,7.295604611802446
3613,7.295604611802446
3614,7.295604611802446
3615,4.139548753796319
3652,7.295604611802446
3697,7.295604611802446
3707,18.56851260135503
3717,4.139548753796319
3731,1.5447810740730759
3741,7.295604611802446
3750,7.295604611802446
3767,7.946121073549046
3805,7.295604611802446
3814,17.55356068011284
3818,5.2216077148320235
3846,22.412994429658433
3921,5.2216077148320235
3965,5.2216077148320235
3970,9.675841314326608
3991,5.2216077148320235
4010,7.946121073549046
4011,7.295604611802446
4039,7.295604611802446
4040,7.295604611802446
4114,5.2216077148320235
4115,18.56851260135503
4127,18.56851260135503
4134,5.2216077148320235
4135,1.0
4141,7.946121073549046
4143,4.139548753796319
4162,7.295604611802446
4172,5.2216077148320235
4177,7.295604611802446
4193,1.5447810740730759
4210,7.295604611802446
4220,9.675841314326608
4242,9.675841314326608
4248,22.412994429658433
4338,7.295604611802446
4372,7.295604611802446
4373,7.295604611802446
4380,17.55356068011284
4429,1.5447810740730759
4446,2.526780222714135
4523,18.56851260135503
4548,7.295604611802446
4565,18.56851260135503
4581,7.295604611802446
4617,11.038614826630397
4669,7.295604611802446
4670,17.55356068011284
4697,17.55356068011284
4717,17.55356068011284
4722,5.2216077148320235
4732,7.295604611802446
4743,7.295604611802446
4795,5.2216077148320235
4809,17.55356068011284
4846,1.5447810740730759
4873,7.295604611802446
4940,7.295604611802446
4972,7.295604611802446
4973,1.5447810740730759
4981,7.946121073549046
5007,7.295604611802446
5038,7.295604611802446
5040,7.295604611802446
5089,7.295604611802446
5118,7.946121073549046
5123,2.526780222714135
5129,4.139548753796319
5141,9.675841314326608
5151,7.946121073549046
5157,7.295604611802446
5168,7.295604611802446
5174,18.56851260135503
5180,7.295604611802446
5188,2.468313985488117
5238,7.946121073549046
5239,11.038614826630397
5240,7.946121073549046
5241,17.55356068011284
5245,18.56851260135503
5248,17.55356068011284
5249,22.412994429658433
5250,18.56851260135503
5251,17.55356068011284
5252,5.2216077148320235
5253,7.946121073549046
5261,7.946121073549046
5268,7.295604611802446
5273,7.4120782294359415
5274,7.295604611802446
5275,2.526780222714135
5276,5.2216077148320235
5280,7.295604611802446
5283,17.55356068011284
5285,7.946121073549046
5286,7.295604611802446
5289,18.56851260135503
5295,22.412994429658433
5298,1.5447810740730759
5302,7.946121073549046
5303,17.55356068011284
5305,7.946121073549046
5307,9.675841314326608
5311,17.55356068011284
5312,7.295604611802446
5316,1.5447810740730759
5323,7.295604611802446
5330,17.55356068011284
5335,1.5447810740730759
5337,2.526780222714135
5339,17.55356068011284
5345,7.946121073549046
5350,2.244008424411613
5361,2.526780222714135
5362,7.295604611802446
5369,7.295604611802446
5373,7.295604611802446
5376,7.946121073549046
5377,2.468313985488117
5379,7.295604611802446
5380,7.295604611802446
5383,1.5447810740730759
5384,2.468313985488117
5392,7.295604611802446
5393,2.94608364519897
5399,7.295604611802446
5404,7.295604611802446
5408,1.5447810740730759
5409,7.295604611802446
5411,4.139548753796319
5423,7.295604611802446
5424,11.038614826630397
5429,7.295604611802446
5430,7.295604611802446
5432,7.295604611802446
5438,7.295604611802446
5441,18.56851260135503
5455,18.56851260135503
5457,17.55356068011284
5458,7.295604611802446
5459,22.412994429658433
5469,7.295604611802446
5470,1.5447810740730759
5474,5.2216077148320235
5475,7.946121073549046
5476,2.468313985488117
