ride_id,number_of_ticket
247,7.570238715404264
256,7.570238715404264
275,9.789300841864712
285,7.570238715404264
286,13.156053117309007
287,7.570238715404264
288,9.789300841864712
292,1.6784222333767476
298,9.789300841864712
302,9.789300841864712
310,9.789300841864712
311,9.789300841864712
329,13.156053117309007
341,13.156053117309007
344,8.105924704142563
358,13.156053117309007
364,6.422548566420416
373,7.570238715404264
374,7.570238715404264
377,13.156053117309007
399,13.156053117309007
401,5.5808604975593425
410,11.472676979586858
418,7.570238715404264
427,7.570238715404264
432,7.570238715404264
434,7.570238715404264
436,7.570238715404264
438,7.570238715404264
464,12.314365048447932
468,1.6784222333767476
469,7.570238715404264
470,0.8367341645156738
471,7.570238715404264
473,12.314365048447932
475,7.570238715404264
485,9.789300841864712
486,9.789300841864712
494,9.789300841864712
496,9.789300841864712
508,12.314365048447932
519,11.472676979586858
530,12.314365048447932
531,1.6784222333767476
545,1.6784222333767476
553,1.6784222333767476
563,7.570238715404264
573,7.570238715404264
583,7.570238715404264
592,12.314365048447932
595,6.422548566420416
605,12.314365048447932
606,9.789300841864712
617,7.570238715404264
640,12.314365048447932
651,9.789300841864712
662,8.947612773003637
670,10.630988910725785
674,7.570238715404264
679,7.570238715404264
697,7.570238715404264
700,7.570238715404264
709,13.156053117309007
718,7.570238715404264
735,9.789300841864712
757,7.570238715404264
760,7.570238715404264
765,13.156053117309007
780,7.570238715404264
793,8.947612773003637
807,7.570238715404264
841,9.789300841864712
854,7.570238715404264
856,9.789300841864712
888,8.105924704142563
902,8.105924704142563
956,6.422548566420416
964,7.570238715404264
965,1.6784222333767476
971,7.570238715404264
972,13.156053117309007
977,13.156053117309007
978,7.570238715404264
988,7.570238715404264
1014,12.314365048447932
1044,7.570238715404264
1054,10.630988910725785
1078,7.570238715404264
1114,7.570238715404264
1123,7.570238715404264
1136,9.789300841864712
1152,10.630988910725785
1166,13.156053117309007
1184,8.947612773003637
1185,7.570238715404264
1201,1.6784222333767476
1210,7.570238715404264
1223,7.570238715404264
1232,7.570238715404264
1246,9.789300841864712
1252,7.570238715404264
1264,7.570238715404264
1265,7.570238715404264
1276,4.739172428698269
1332,7.570238715404264
1359,7.570238715404264
1370,1.6784222333767476
1424,11.472676979586858
1425,7.570238715404264
1457,13.156053117309007
1505,7.570238715404264
1531,13.156053117309007
1566,7.570238715404264
1593,12.314365048447932
1613,9.789300841864712
1614,9.789300841864712
1620,1.6784222333767476
1623,1.6784222333767476
1627,7.26423663528149
1633,13.156053117309007
1636,0.8367341645156738
1639,7.570238715404264
1651,9.789300841864712
1668,7.570238715404264
1669,9.789300841864712
1670,7.570238715404264
1671,8.105924704142563
1673,7.570238715404264
1675,7.570238715404264
1687,9.789300841864712
1689,9.789300841864712
1695,13.156053117309007
1704,7.570238715404264
1722,9.789300841864712
1736,7.570238715404264
1750,13.156053117309007
1789,7.570238715404264
1816,11.472676979586858
1823,2.2141082221150468
1879,12.314365048447932
1894,9.789300841864712
1904,7.570238715404264
1923,12.314365048447932
1930,8.105924704142563
1931,7.570238715404264
1937,7.570238715404264
1942,13.156053117309007
1967,7.570238715404264
1968,7.570238715404264
1974,5.5808604975593425
1976,1.6784222333767476
1977,9.789300841864712
1986,7.570238715404264
1993,7.570238715404264
2000,1.6784222333767476
2004,7.570238715404264
2014,1.6784222333767476
2018,9.789300841864712
2021,9.789300841864712
2036,8.947612773003637
2037,7.570238715404264
2059,7.570238715404264
2084,6.422548566420416
2087,7.570238715404264
2140,7.570238715404264
2157,9.789300841864712
2170,7.570238715404264
2172,7.570238715404264
2175,1.6784222333767476
2201,0.8367341645156738
2261,8.105924704142563
2280,1.6784222333767476
2283,7.570238715404264
2289,3.0557962909761214
2298,11.472676979586858
2306,7.570238715404264
2314,7.570238715404264
2317,12.314365048447932
2363,7.570238715404264
2365,7.26423663528149
2366,7.570238715404264
2391,7.570238715404264
2394,9.789300841864712
2404,7.570238715404264
2406,7.26423663528149
2417,7.570238715404264
2430,7.570238715404264
2437,7.570238715404264
2454,13.156053117309007
2487,7.570238715404264
2491,12.314365048447932
2500,0.8367341645156738
2524,8.947612773003637
2543,7.570238715404264
2565,7.570238715404264
2598,9.789300841864712
2599,3.0557962909761214
2615,7.570238715404264
2620,7.570238715404264
2636,7.570238715404264
2651,5.5808604975593425
2652,7.570238715404264
2658,7.570238715404264
2678,9.789300841864712
2700,7.570238715404264
2714,10.630988910725785
2731,7.570238715404264
2755,7.26423663528149
2837,7.570238715404264
2843,7.570238715404264
2907,8.947612773003637
2908,7.570238715404264
2932,10.630988910725785
2934,7.570238715404264
2936,11.472676979586858
2937,9.789300841864712
2955,7.26423663528149
2957,7.570238715404264
3016,9.789300841864712
3037,8.947612773003637
3047,8.947612773003637
3149,8.947612773003637
3156,13.156053117309007
3167,12.314365048447932
3257,7.570238715404264
3274,5.5808604975593425
3304,7.570238715404264
3345,9.789300841864712
3346,8.105924704142563
3354,7.570238715404264
3373,0.8367341645156738
3417,7.570238715404264
3420,7.570238715404264
3428,5.5808604975593425
3433,8.947612773003637
3434,10.630988910725785
3436,7.570238715404264
3442,11.472676979586858
3452,11.472676979586858
3469,7.570238715404264
3472,7.26423663528149
3478,13.156053117309007
3480,7.570238715404264
3484,7.570238715404264
3498,7.570238715404264
3507,7.570238715404264
3511,12.314365048447932
3513,9.789300841864712
3524,7.570238715404264
3530,7.570238715404264
3531,7.570238715404264
3532,10.630988910725785
3534,7.570238715404264
3535,12.314365048447932
3546,7.570238715404264
3548,7.570238715404264
3555,12.314365048447932
3556,9.789300841864712
3575,12.314365048447932
3578,7.570238715404264
3582,1.6784222333767476
3583,7.570238715404264
3584,7.570238715404264
3585,12.314365048447932
3586,7.570238715404264
3604,7.570238715404264
3613,7.570238715404264
3614,7.570238715404264
3615,0.8367341645156738
3652,7.570238715404264
3697,7.570238715404264
3707,12.314365048447932
3717,0.8367341645156738
3731,1.6784222333767476
3741,7.570238715404264
3750,7.570238715404264
3767,13.156053117309007
3805,7.570238715404264
3814,11.472676979586858
3818,9.789300841864712
3846,10.630988910725785
3921,9.789300841864712
3965,9.789300841864712
3970,8.105924704142563
3991,9.789300841864712
4010,13.156053117309007
4011,7.570238715404264
4039,7.570238715404264
4040,7.570238715404264
4114,9.789300841864712
4115,12.314365048447932
4127,12.314365048447932
4134,9.789300841864712
4135,-0.3109559844681735
4141,13.156053117309007
4143,0.8367341645156738
4162,7.570238715404264
4172,9.789300841864712
4177,7.570238715404264
4193,1.6784222333767476
4210,7.570238715404264
4220,8.105924704142563
4242,8.105924704142563
4248,10.630988910725785
4338,7.570238715404264
4372,7.570238715404264
4373,7.570238715404264
4380,11.472676979586858
4429,1.6784222333767476
4446,5.5808604975593425
4523,12.314365048447932
4548,7.570238715404264
4565,12.314365048447932
4581,7.570238715404264
4617,8.947612773003637
4669,7.570238715404264
4670,11.472676979586858
