ride_id,number_of_ticket
247,6.637777692181835
256,7.821826135787467
275,7.119943188356986
285,7.630759862516091
286,4.484890475938682
287,7.789728822454509
288,7.176653365208778
292,7.534509060029482
298,2.9934707973603643
302,3.4547203722526567
310,7.468922875452895
311,7.090769667143705
329,15.206213185530364
341,8.040702880437252
344,5.623290132767716
358,15.05068279324197
364,-1.42085121941777
373,7.479486473374814
374,6.637777692181835
377,8.21561973950543
399,6.073069710784274
401,2.7303643772689994
410,24.825682466113424
418,7.275827744100873
427,3.4093213764384664
432,9.045124376444027
434,8.75936074696477
436,8.001340508805466
438,6.547040951509934
464,27.584103847470438
468,5.375362638500206
469,8.76762400724684
470,4.59135349739792
471,8.063066141411761
473,27.815951940076705
475,8.784533366464057
485,6.85455750505403
486,8.724838582148955
494,2.9133466793964033
496,4.547718986235102
508,26.21704460137506
519,20.21928736664441
530,21.40713005671071
531,5.731591884362194
545,0.9342350434922413
553,7.853157076610547
563,7.046978886346551
573,7.789728822454509
583,8.54402199297365
592,29.128522474796075
595,3.675529527076208
605,25.845298607592248
606,0.08341243954628616
617,7.77812371994624
640,17.18456884004943
651,2.7596902853103558
662,9.669458893380135
670,26.393957734503964
674,8.837790345998611
679,9.067908218459591
697,0.919970667047387
700,8.851178772062744
709,6.082308818416006
718,6.509948565360536
735,6.869749566963836
757,8.407952283961688
760,7.587409035588706
765,8.149019247576234
780,8.538852167442764
793,9.297968872985924
807,6.637777692181835
841,6.109052580465575
854,8.323146659660337
856,6.108130212018805
888,10.24349681655045
902,12.784309142499945
956,3.844767321927349
964,8.007942250685064
965,2.331389422238962
971,2.0719253526193158
972,8.040702880437252
977,30.03534757062968
978,9.106887655522838
988,7.853157076610547
1014,15.451824410789346
1044,8.784533366464057
1054,28.042106486465546
1078,9.105915784005337
1114,3.375181868911959
1123,9.055512646239368
1136,3.804576163049071
1152,21.109122442699515
1166,4.626481437790278
1184,8.685046175088395
1185,8.491024784540757
1201,6.656236080208136
1210,8.063066141411761
1223,9.361216956204458
1232,7.9416304714756665
1246,5.401411246724324
1252,9.106887655522838
1264,7.545830252922474
1265,7.9523421789838915
1276,6.113236045664644
1332,8.083732064269746
1359,7.657299647301884
1370,1.87029805123207
1424,5.013980687834594
1425,1.1305196603771153
1457,5.270009921645673
1505,3.7860177812463967
1531,6.8234708893241685
1566,7.7877474171930885
1593,19.9014765839904
1613,7.658602168406912
1614,5.88666227705157
1620,1.5131344177754182
1623,2.678862541578838
1627,3.4692612935767024
1633,8.10075999873232
1636,2.7853320442645764
1639,8.09632452027231
1651,7.899038225058352
1668,7.393299589222856
1669,5.271599866073937
1670,9.055512646239368
1671,2.714941293725205
1673,8.173106409967405
1675,16.71960967782355
1687,5.773845075073758
1689,7.118451313826254
1695,9.311616048012784
1704,8.433237976080681
1722,6.2284466427776355
1736,9.555019569171707
1750,6.326843197762011
1789,9.053456887505371
1816,31.5179170713186
1823,5.136371665204558
1879,15.233737479615485
1894,3.903008153595767
1904,6.742893511878463
1923,16.385289150054728
1930,16.590358816087825
1931,8.195176254958694
1937,7.630759862516091
1942,5.970256884335024
1967,2.678862541578838
1968,5.813607926340363
1974,3.8262058844076616
1976,-1.2840695212308564
1977,9.294199356204233
1986,7.275827744100873
1993,8.670345258447833
2000,6.210528085973067
2004,1.5896459230371862
2014,3.550817301764762
2018,6.109052580465575
2021,7.523658801926805
2036,8.153435580402256
2037,7.310430300442713
2059,7.7877474171930885
2084,3.548056335277512
2087,6.056817629741817
2140,7.8463199241654875
2157,8.819451247046349
2170,8.083732064269746
2172,4.473866347766565
2175,-0.7139600104758294
2201,6.327020486230532
2261,8.310853478463098
2280,0.7093495868160293
2283,2.4440862450440664
2289,9.21565051678913
2298,3.2411196586557423
2306,9.106887655522838
2314,7.433240987885512
2317,16.826115766587233
2363,8.902597666347438
2365,2.6558050401628015
2366,8.144353774508485
2391,8.063066141411761
2394,5.98057476373647
2404,7.518975442319895
2406,3.7300123821143565
2417,4.990718367981253
2430,8.37636968454967
2437,6.618539055496288
2454,8.830880431030243
2487,3.5373160343839793
2491,26.62323003384037
2500,5.728038253892996
2524,7.5608649024001595
2543,5.817611867511311
2565,8.79360671775709
2598,9.065619357922214
2599,8.9912834378391
2615,6.377887569593564
2620,8.04597804450389
2636,7.461702507938575
2651,2.39901173457533
2652,8.606956397100031
2658,7.743706236709459
2678,1.8353379328338464
2700,2.3535842704090815
2714,35.945393155949716
2731,8.226505071141577
2755,3.8948465186607284
2837,7.436086042187451
2843,8.784533366464057
2907,7.777528359395258
2908,8.597183251068943
2932,36.249731439776355
2934,1.3494754492594292
2936,6.014827111389346
2937,0.7963336109464589
2955,2.994513184418818
2957,2.750613243532611
3016,6.2284466427776355
3037,9.647970823210942
3047,12.095321980163632
3149,9.177652442227094
3156,12.850606088352864
3167,28.143556954276324
3257,8.851178772062744
3274,3.8944556851448513
3304,2.9282488722901863
3345,9.059676899262836
3346,6.108681664183703
3354,3.0290970469010947
3373,5.691116477300077
3417,9.217926173611577
3420,7.510123786559435
3428,2.148652721347144
3433,7.582536880682389
3434,33.15543157954091
3436,5.2012819467008224
3442,31.992665180476475
3452,5.211284167564028
3469,5.752206115021133
3472,2.994513184418818
3478,3.49958299263575
3480,7.990398109554104
3484,7.828649041212999
3498,4.008505588997766
3507,7.789728822454509
3511,12.641659452276711
3513,5.9385569928667055
3524,7.175495428093479
3530,7.810004026045649
3531,3.8204906657991953
3532,6.679071471970724
3534,7.969631394829816
3535,8.387200245365316
3546,4.035098881318178
3548,8.62756496168992
3555,24.855969550301715
3556,6.784742342888413
3575,18.524175348320647
3578,3.4284100287086945
3582,5.75700952782832
3583,8.068410619067995
3584,9.246044713751278
3585,15.736601800574748
3586,8.784533366464057
3604,7.7877474171930885
3613,1.0057761162822605
3614,8.068410619067995
3615,6.043159088293213
3652,7.518975442319895
3697,8.373197041447098
3707,3.4288883108323858
3717,2.6293926222949446
3731,1.0535453799355075
3741,8.407952283961688
3750,8.784533366464057
3767,8.02502298946039
3805,8.07328750968655
3814,5.420591666196335
3818,5.401411246724324
3846,38.358433396523736
3921,-0.29921195071249285
3965,11.091635551640886
3970,17.875333766975338
3991,7.468922875452895
4010,5.602442454018108
4011,8.758719144907348
4039,4.51055572389991
4040,2.4440862450440664
4114,6.2284466427776355
4115,27.341203830918822
4127,15.480395796197808
4134,2.3712221305360552
4135,3.923522838431482
