ride_id,number_of_ticket
247,2.4
256,10.4
275,27.6
285,9.0
286,9.4
287,25.0
288,13.2
292,2.2
298,9.2
302,8.0
310,7.0
311,1.8
329,4.4
341,7.8
344,1.8
358,4.4
364,4.2
373,6.4
374,10.6
377,18.4
399,1.8
401,9.4
410,7.2
418,7.6
427,11.8
432,8.8
434,7.2
436,4.4
438,5.6
464,22.8
468,10.4
469,9.0
470,10.2
471,3.2
473,3.8
475,4.6
485,4.6
486,8.6
494,6.0
496,4.6
508,4.2
519,8.4
530,11.0
531,10.2
545,5.0
553,2.6
563,19.0
573,2.6
583,9.4
592,1.6
595,9.6
605,7.6
606,2.4
617,1.2
640,4.8
651,1.6
662,13.0
670,9.2
674,7.6
679,3.2
697,2.8
700,9.8
709,9.0
718,9.0
735,9.8
757,3.0
760,11.0
765,3.0
780,4.8
793,8.8
807,2.4
841,8.4
854,14.8
856,5.8
888,9.0
902,8.4
956,3.0
964,2.6
965,6.8
971,1.8
972,10.0
977,10.4
978,9.0
988,1.6
1014,2.6
1044,3.8
1054,5.8
1078,8.4
1114,8.4
1123,10.8
1136,7.6
1152,6.0
1166,1.8
1184,7.8
1185,10.6
1201,1.4
1210,9.2
1223,7.4
1232,9.6
1246,8.8
1252,8.8
1264,12.4
1265,4.2
1276,11.0
1332,5.0
1359,1.2
1370,2.8
1424,10.0
1425,2.0
1457,4.6
1505,13.0
1531,5.2
1566,28.2
1593,18.0
1613,7.6
1614,4.8
1620,6.0
1623,1.4
1627,8.0
1633,10.8
1636,8.6
1639,18.4
1651,3.6
1668,6.0
1669,8.8
1670,4.6
1671,7.2
1673,9.6
1675,1.4
1687,10.4
1689,8.0
1695,9.0
1704,11.0
1722,10.2
1736,5.8
1750,8.8
1789,25.8
1816,2.2
1823,8.0
1879,6.8
1894,8.8
1904,6.2
1923,7.6
1930,9.0
1931,15.0
1937,1.4
1942,4.6
1967,7.4
1968,18.0
1974,19.2
1976,10.0
1977,6.8
1986,1.2
1993,4.0
2000,2.4
2004,6.2
2014,7.0
2018,7.8
2021,9.6
2036,8.2
2037,20.6
2059,8.0
2084,22.0
2087,5.0
2140,11.0
2157,10.6
2170,4.0
2172,2.2
2175,9.8
2201,10.2
2261,10.4
2280,3.2
2283,9.8
2289,1.4
2298,8.6
2306,14.2
2314,9.4
2317,9.2
2363,4.4
2365,1.8
2366,5.6
2391,6.8
2394,7.8
2404,2.2
2406,21.8
2417,7.8
2430,6.2
2437,6.2
2454,9.6
2487,8.6
2491,10.0
2500,8.8
2524,9.4
2543,8.6
2565,9.2
2598,9.0
2599,1.8
2615,6.6
2620,19.0
2636,3.2
2651,6.4
2652,4.0
2658,10.4
2678,15.6
2700,2.8
2714,3.2
2731,2.8
2755,10.2
2837,9.2
2843,9.8
2907,16.8
2908,13.4
2932,6.6
2934,9.4
2936,11.6
2937,4.8
2955,11.0
2957,5.4
3016,7.6
3037,10.4
3047,20.8
3149,2.8
3156,3.8
3167,2.6
3257,7.2
3274,6.4
3304,4.6
3345,10.6
3346,8.8
3354,1.4
3373,5.8
3417,12.6
3420,10.0
3428,2.6
3433,9.4
3434,9.4
3436,33.0
3442,7.2
3452,9.2
3469,20.8
3472,4.4
3478,5.0
3480,9.0
3484,8.4
3498,5.6
3507,1.0
3511,1.0
3513,4.0
3524,1.8
3530,1.8
3531,3.0
3532,5.4
3534,5.2
3535,10.4
3546,15.0
3548,8.2
3555,2.2
3556,6.0
3575,1.0
3578,2.8
3582,9.2
3583,23.4
3584,6.6
3585,2.0
3586,7.6
3604,1.2
3613,20.6
3614,5.8
3615,16.0
3652,7.6
3697,23.8
3707,2.0
3717,2.8
3731,31.4
3741,8.8
3750,10.4
3767,2.2
3805,1.2
3814,12.6
3818,1.8
3846,8.4
3921,7.6
3965,9.0
3970,4.8
3991,15.2
4010,1.2
4011,10.4
4039,2.0
4040,1.2
4114,3.6
4115,21.8
4127,1.8
4134,17.0
4135,2.4
4141,11.6
4143,7.2
4162,6.0
4172,4.2
4177,10.0
4193,2.2
4210,8.4
4220,9.4
4242,10.0
4248,17.6
4338,2.6
4372,15.6
4373,10.6
4380,13.6
4429,8.2
4446,4.6
4523,9.2
4548,2.8
4565,15.2
4581,1.0
4617,3.8
4669,9.6
4670,1.2
4697,3.0
4717,1.6
4722,10.6
4732,5.0
4743,9.2
4795,8.6
4809,4.0
4846,6.4
4873,8.8
4940,2.0
4972,18.4
4973,4.0
4981,21.2
5007,18.2
5038,8.4
5040,9.2
5089,7.2
5118,9.4
5123,4.0
